id;company_rating;company_location;total_fleet_count;iata_approved
29939;;Lebanon;2.0;f
37426;100%;Zimbabwe;3.0;t
29524;100%;Sao Tome and Principe;1.0;f
42556;;Kenya;1.0;f
36082;;Tonga;1.0;f
8884;67%;China;3.0;f
1692;100%;Jersey;15.0;t
3520;;;1.0;t
29647;100%;Peru;1305.0;f
42390;100%;Wallis and Futuna;96.0;t
29647;100%;Peru;1305.0;f
25260;;Russian Federation;1.0;t
10421;;Guernsey;1.0;t
27991;;Guinea;1.0;f
29647;100%;Peru;1305.0;f
11757;;Nauru;1.0;t
42390;100%;Wallis and Futuna;96.0;t
29647;100%;Peru;1305.0;f
24694;;Sao Tome and Principe;1.0;f
14769;100%;Kiribati;4.0;t
43297;;Vanuatu;1.0;f
31262;;;1.0;f
1718;;;1.0;f
23007;100%;Tanzania;1.0;t
1578;;French Guiana;1.0;f
20858;;Chad;1.0;f
45658;;;1.0;f
38009;;Nicaragua;1.0;t
14077;;Marshall Islands;1.0;f
40205;67%;;1.0;f
10423;;;1.0;f
48369;100%;;1.0;f
49026;;Russian Federation;1.0;t
31345;;Brazil;1.0;t
8865;;China;1.0;f
10859;75%;;1.0;f
8333;;;1.0;t
4168;;Monaco;2.0;t
1197;;Guinea;1.0;t
46347;;Somalia;6.0;t
33731;;Monaco;1.0;f
2548;97%;Marshall Islands;3.0;f
46347;;Somalia;6.0;t
4460;;;1.0;f
46347;;Somalia;6.0;t
24379;;;1.0;f
42390;100%;Wallis and Futuna;96.0;t
42390;100%;Wallis and Futuna;96.0;t
43649;100%;Slovakia (Slovak Republic);1.0;t
39839;100%;Cook Islands;3.0;t
5131;100%;Sao Tome and Principe;2.0;t
44822;100%;Kenya;1.0;f
3986;;;1.0;t
10763;100%;;1.0;t
35445;;Ghana;1.0;f
10643;100%;Lebanon;1.0;f
30373;100%;Gambia;2.0;t
41851;100%;;3.0;t
8668;100%;Guinea;1.0;f
30988;;Tunisia;1.0;t
16168;;Mauritania;1.0;t
39288;;Sao Tome and Principe;1.0;t
47540;75%;;1.0;t
47218;100%;Malta;1.0;t
47151;80%;;3.0;f
13156;;United Kingdom;1.0;t
31128;100%;Montserrat;2.0;t
37428;100%;Nauru;1.0;f
26356;90%;Jersey;2.0;f
42565;100%;Montserrat;1.0;t
28971;;Maldives;1.0;f
3662;;Maldives;1.0;f
323;75%;;1.0;t
9214;;;1.0;f
25859;;Niue;1.0;f
30231;100%;Svalbard & Jan Mayen Islands;2.0;f
32387;;Isle of Man;1.0;t
23598;;;1.0;t
3203;100%;Uzbekistan;8.0;f
8309;100%;Brunei Darussalam;1.0;t
3203;100%;Uzbekistan;8.0;f
26080;;;1.0;t
41617;;;2.0;f
3124;;Senegal;1.0;f
47351;100%;;1.0;t
47734;100%;Ecuador;1.0;t
21128;;Niger;4.0;f
8836;;Niue;1.0;f
17509;100%;Nicaragua;3.0;f
33190;0%;Anguilla;1.0;t
42611;100%;Tonga;1.0;f
1997;0%;Pakistan;1.0;f
13723;100%;Gambia;4.0;t
22329;;;1.0;f
10803;100%;Nicaragua;1.0;f
17334;;Ecuador;2.0;t
27430;100%;Christmas Island;4.0;t
49092;;Turkmenistan;1.0;t
26250;100%;Tunisia;5.0;t
32080;;Nicaragua;3.0;f
32133;90%;;1.0;t
22192;;;1.0;t
21163;100%;Estonia;2.0;f
21403;95%;Vietnam;8.0;f
17060;100%;Monaco;1.0;f
37356;;Guinea;3.0;f
30924;;Sao Tome and Principe;7.0;t
11088;;France;1.0;f
30073;;;1.0;f
17414;;Venezuela;1.0;t
44512;;Guinea;1.0;f
10531;;Gibraltar;1.0;t
25989;;Uzbekistan;1.0;f
28368;;Jersey;1.0;t
24090;;Niue;1.0;f
1911;;Venezuela;1.0;t
15151;100%;Sao Tome and Principe;1.0;f
28676;;Anguilla;1.0;f
42325;;;1.0;t
4267;100%;Senegal;22.0;t
41203;;;1.0;t
37265;;Niue;2.0;t
21292;;Gambia;1.0;t
34494;100%;Niue;2.0;t
34587;;Isle of Man;22.0;t
15947;;Faroe Islands;1.0;f
5547;;Papua New Guinea;1.0;f
2515;100%;France;1.0;t
16406;100%;Bouvet Island (Bouvetoya);16.0;f
8399;;Nauru;1.0;t
46514;;Montserrat;1.0;t
14749;100%;;1.0;t
44952;100%;Uzbekistan;1.0;f
21057;;Niue;1.0;t
36478;75%;Holy See (Vatican City State);1.0;t
48221;;;1.0;f
10040;100%;;1.0;f
5555;100%;Denmark;11.0;t
38635;;;1.0;f
1483;;Kiribati;1.0;f
32921;;;2.0;t
40912;;;1.0;t
42395;;Nicaragua;1.0;t
32956;;Bouvet Island (Bouvetoya);3.0;t
10911;;Niue;1.0;t
326;100%;Gambia;1.0;t
3116;100%;Nicaragua;1.0;t
45251;100%;Holy See (Vatican City State);1.0;t
32253;100%;Gambia;1.0;t
31192;;Guinea;1.0;f
11832;;Jersey;1.0;t
23450;;Kiribati;2.0;f
23450;;Kiribati;2.0;f
45374;;French Guiana;2.0;f
7964;;;1.0;f
38005;;Russian Federation;1.0;t
29695;;Uganda;1.0;t
12188;;Niger;2.0;f
5591;99%;Indonesia;16.0;t
29647;100%;Peru;1305.0;f
11466;50%;Kiribati;1.0;t
20334;99%;Niger;171.0;t
17367;100%;Malta;1.0;f
47800;;;1.0;f
47133;;Nauru;1.0;f
26139;;;1.0;t
15137;100%;Marshall Islands;10.0;t
20379;;;1.0;t
37453;0%;;1.0;t
19089;100%;Spain;1.0;t
40073;;;1.0;f
4775;;Niue;1.0;f
46618;100%;Mauritania;1.0;f
33280;;;1.0;t
10958;;Sao Tome and Principe;1.0;f
39186;;Kenya;1.0;t
8507;;Mauritania;1.0;t
2252;;;1.0;f
47422;99%;Uzbekistan;30.0;f
41314;;Maldives;2.0;f
18668;100%;Costa Rica;1.0;t
4299;80%;Ukraine;1.0;t
17067;100%;Micronesia;1.0;f
23022;67%;Niue;10.0;t
22108;;Kenya;11.0;f
40985;100%;Guinea;15.0;t
6088;100%;;14.0;t
35468;100%;Sao Tome and Principe;1.0;t
27486;100%;;1.0;f
30833;;;1.0;f
40985;100%;Guinea;15.0;t
40713;100%;Gibraltar;1.0;t
44856;100%;;1.0;f
10428;;Isle of Man;3.0;f
10428;;Isle of Man;3.0;f
6894;80%;Estonia;47.0;t
49913;100%;Micronesia;1.0;f
49532;;;1.0;t
46662;;Kiribati;1.0;f
30990;50%;;1.0;t
46974;0%;;1.0;f
16371;95%;Bouvet Island (Bouvetoya);29.0;f
43281;100%;Micronesia;5.0;f
47417;100%;Finland;1.0;t
17066;100%;;1.0;t
7045;;;1.0;f
46945;;;1.0;t
3530;;;1.0;f
33766;;Bosnia and Herzegovina;2.0;t
42281;100%;Marshall Islands;39.0;f
42281;100%;Marshall Islands;39.0;f
42281;100%;Marshall Islands;39.0;f
3310;;Nicaragua;1.0;t
48600;;;1.0;f
32119;;;1.0;t
4383;;Micronesia;1.0;f
43152;100%;Nicaragua;82.0;t
14237;;France;1.0;t
43091;;Turkmenistan;1.0;f
42458;97%;Indonesia;14.0;t
21876;;Mexico;1.0;t
31421;;;1.0;t
34768;;Chad;1.0;t
44658;100%;;1.0;t
24274;100%;;1.0;t
3847;;Chad;2.0;t
3847;;Chad;2.0;t
21878;100%;Turkmenistan;1.0;t
29734;;;1.0;f
21076;90%;Kiribati;2.0;t
15834;;;1.0;t
46221;;;1.0;t
25926;100%;Slovakia (Slovak Republic);1.0;t
9370;90%;Niue;2.0;t
3103;100%;Turks and Caicos Islands;4.0;f
3203;100%;Uzbekistan;8.0;f
48649;100%;Kiribati;2.0;f
13888;100%;Lebanon;2.0;t
16901;100%;;1.0;t
34447;;Isle of Man;2.0;t
43579;;;1.0;t
28469;100%;Vanuatu;3.0;t
20984;;Zimbabwe;1.0;f
18077;100%;Sao Tome and Principe;139.0;f
10297;;Chad;1.0;t
44910;;Cook Islands;1.0;t
30604;;Pakistan;1.0;f
3809;100%;;1.0;t
48339;100%;Slovakia (Slovak Republic);2.0;f
39547;50%;Sao Tome and Principe;1.0;t
7891;100%;Barbados;1.0;f
21905;;Uzbekistan;2.0;t
28566;78%;Slovakia (Slovak Republic);79.0;t
43152;100%;Nicaragua;82.0;t
29583;;;3.0;t
19217;98%;Marshall Islands;46.0;f
22814;;Niger;1.0;f
1585;;Bosnia and Herzegovina;2.0;f
48321;100%;China;17.0;f
27279;;Maldives;1.0;f
41010;100%;Bhutan;2.0;f
26112;50%;Russian Federation;1.0;t
32415;100%;;2.0;t
46753;;Micronesia;1.0;f
13253;50%;Mauritania;1.0;t
9645;;Faroe Islands;1.0;f
18407;100%;Rwanda;3.0;f
6880;100%;;5.0;f
48305;100%;Guinea;2.0;t
8657;;Kiribati;1.0;f
13527;;Russian Federation;3.0;t
48187;;;1.0;f
31528;;Zimbabwe;2.0;t
6807;100%;Mexico;9.0;f
15746;83%;China;3.0;f
30174;;Malta;1.0;t
29390;100%;Denmark;2.0;t
49922;100%;Portugal;3.0;f
28216;;;4.0;t
38354;100%;Niue;3.0;f
37670;;Niue;1.0;f
42390;100%;Wallis and Futuna;96.0;t
42390;100%;Wallis and Futuna;96.0;t
18814;;;1.0;f
10020;90%;China;5.0;f
42390;100%;Wallis and Futuna;96.0;t
42390;100%;Wallis and Futuna;96.0;t
39757;100%;Pakistan;1.0;f
27263;80%;China;5.0;f
6163;;Marshall Islands;1.0;t
4635;100%;;1.0;t
30092;50%;Indonesia;5.0;f
46501;;;1.0;f
42390;100%;Wallis and Futuna;96.0;t
30067;;Niue;1.0;t
26546;50%;Lebanon;3.0;t
40652;;;1.0;t
1355;100%;Sao Tome and Principe;1.0;t
42390;100%;Wallis and Futuna;96.0;t
15796;;Chile;1.0;f
46096;;El Salvador;1.0;f
18407;100%;Rwanda;3.0;f
42281;100%;Marshall Islands;39.0;f
785;;;1.0;f
377;;Turks and Caicos Islands;1.0;f
42277;;Malawi;2.0;f
13723;100%;Gambia;4.0;t
43905;;Libyan Arab Jamahiriya;1.0;t
16922;100%;;2.0;t
2608;100%;Bahrain;4.0;t
44474;;;2.0;t
45635;100%;Vanuatu;2.0;f
29326;;;1.0;t
43384;;Holy See (Vatican City State);1.0;f
23079;;Peru;1.0;f
5347;100%;Malta;1.0;f
40668;100%;Micronesia;2.0;t
3438;100%;Estonia;2.0;t
36643;98%;Maldives;17.0;f
43914;100%;;3.0;t
40045;;Marshall Islands;1.0;t
5674;;;1.0;t
27597;100%;Portugal;7.0;t
3616;100%;Cape Verde;14.0;t
32023;100%;Chad;1.0;t
43123;;Nicaragua;1.0;t
33575;;Guernsey;1.0;t
49694;100%;Montserrat;2.0;f
43914;100%;;3.0;t
37003;;France;1.0;f
12197;;;1.0;t
43293;;Denmark;2.0;f
27136;;Reunion;1.0;f
46130;;;2.0;f
39662;;Isle of Man;1.0;t
21549;;;1.0;f
43328;;Saint Helena;2.0;f
29514;100%;Korea;1.0;t
1798;;Faroe Islands;2.0;t
42515;;French Guiana;1.0;f
27705;;Malta;1.0;t
17828;100%;Guernsey;1.0;f
35143;0%;;4.0;f
11723;;;1.0;f
29433;;Somalia;2.0;f
49136;;Denmark;1.0;t
27592;100%;;1.0;f
34118;100%;Micronesia;2.0;t
16088;100%;Fiji;2.0;t
26349;100%;;1.0;t
25121;;Venezuela;1.0;t
6677;;;1.0;t
48572;;;1.0;f
41142;100%;French Guiana;1.0;t
45253;;Sao Tome and Principe;1.0;t
43262;;Russian Federation;1.0;f
39912;100%;;1.0;f
23048;;Nicaragua;1.0;f
16326;100%;Faroe Islands;1.0;t
49239;;;1.0;t
15704;100%;Anguilla;2.0;t
17534;100%;Isle of Man;1.0;t
40817;;Lebanon;1.0;f
48660;100%;Nicaragua;2.0;t
18294;;;1.0;t
18011;100%;;6.0;t
18323;100%;;3.0;t
8707;73%;Rwanda;21.0;t
11567;100%;Niger;31.0;t
20124;100%;France;2.0;t
3924;;Malta;2.0;f
27746;;Anguilla;3.0;f
43130;100%;Puerto Rico;5.0;f
17837;100%;Bouvet Island (Bouvetoya);1.0;t
47115;;;1.0;t
25685;;Barbados;2.0;t
21516;;Marshall Islands;1.0;t
22666;;Togo;1.0;f
39932;;Ukraine;1.0;f
17095;;;1.0;t
356;99%;Wallis and Futuna;32.0;t
18313;;Guinea;1.0;f
42390;100%;Wallis and Futuna;96.0;t
23703;100%;Monaco;3.0;t
42390;100%;Wallis and Futuna;96.0;t
20092;90%;Kiribati;1.0;f
12802;100%;Niger;3.0;t
29820;100%;Guinea;2.0;f
10777;;Zimbabwe;1.0;f
43226;;;1.0;t
13406;;Nicaragua;1.0;f
26360;;;1.0;t
12142;80%;;1.0;f
32350;;;2.0;f
27461;100%;;1.0;f
48472;;Niue;1.0;t
13667;100%;Isle of Man;2.0;t
23954;100%;;1.0;f
17505;;Zimbabwe;1.0;t
42046;;Kiribati;7.0;t
18183;100%;Netherlands;5.0;t
37093;100%;Croatia;1.0;f
20850;90%;Isle of Man;7.0;t
5154;;Tonga;1.0;f
42277;;Malawi;2.0;f
44359;;Canada;1.0;t
16911;;Libyan Arab Jamahiriya;2.0;f
21817;;Vanuatu;1.0;t
17343;;;2.0;f
14027;100%;Gambia;3.0;f
11659;100%;Puerto Rico;2.0;f
18712;95%;Turks and Caicos Islands;11.0;t
11659;100%;Puerto Rico;2.0;f
36234;97%;Fiji;12.0;t
15615;;Chad;1.0;t
24128;54%;Suriname;9.0;t
37804;;;1.0;t
44202;;;1.0;f
42320;;;1.0;f
28199;;Gibraltar;1.0;t
3718;;;1.0;f
49466;89%;Isle of Man;1.0;t
42944;;Wallis and Futuna;1.0;f
1374;;Rwanda;1.0;f
30852;100%;Netherlands;2.0;f
6579;0%;;1.0;f
1206;;Tonga;1.0;f
36658;94%;China;20.0;t
32286;100%;Kenya;2.0;t
36658;94%;China;20.0;t
18654;;Papua New Guinea;1.0;t
40633;100%;Guinea;2.0;t
42502;100%;Philippines;2.0;f
36658;94%;China;20.0;t
13275;;Maldives;1.0;t
9861;100%;Guernsey;2.0;f
42390;100%;Wallis and Futuna;96.0;t
6681;;Philippines;2.0;t
34741;100%;Svalbard & Jan Mayen Islands;2.0;f
34575;86%;Cape Verde;4.0;f
17932;100%;Costa Rica;8.0;t
49668;100%;Marshall Islands;2.0;f
26691;;Pakistan;1.0;t
5044;;Uzbekistan;1.0;f
43130;100%;Puerto Rico;5.0;f
29925;100%;Tonga;2.0;t
17266;100%;Canada;2.0;f
41410;;;1.0;t
14660;;;1.0;t
19795;100%;Estonia;8.0;f
28819;92%;Montserrat;3.0;t
11619;80%;;1.0;f
35978;;Russian Federation;1.0;t
22479;;;1.0;f
15472;100%;Niue;2.0;t
25166;100%;;1.0;f
4776;;French Guiana;1.0;f
20596;83%;Sao Tome and Principe;2.0;t
46863;;Marshall Islands;1.0;f
17720;100%;United Kingdom;1.0;t
7301;;Sao Tome and Principe;1.0;t
29199;;El Salvador;1.0;t
28596;;Uruguay;1.0;t
21995;100%;;1.0;t
37199;;Brazil;1.0;f
43034;100%;Rwanda;1.0;f
25885;;;1.0;f
35537;100%;Isle of Man;4.0;t
11009;;Niue;1.0;f
34835;86%;Turkmenistan;2.0;t
5051;100%;El Salvador;12.0;f
23454;100%;Uganda;2.0;t
34407;;Jersey;1.0;f
35923;;Maldives;2.0;t
12540;100%;Lebanon;1.0;t
4648;;Nicaragua;1.0;f
29360;;Kiribati;1.0;f
34794;;Chad;2.0;t
9478;100%;Faroe Islands;1.0;t
3829;;Pakistan;1.0;f
30981;0%;;1.0;f
17867;75%;;2.0;t
17867;75%;;2.0;t
7138;90%;Bosnia and Herzegovina;1.0;t
9034;;Russian Federation;1.0;f
16420;;;1.0;t
16027;;Barbados;8.0;t
32201;;Bouvet Island (Bouvetoya);1.0;t
22864;100%;;1.0;t
23932;69%;Montserrat;6.0;f
46656;50%;France;2.0;f
33121;100%;;1.0;f
14027;100%;Gambia;3.0;f
14682;;French Polynesia;3.0;t
14682;;French Polynesia;3.0;t
37965;;Guinea;1.0;t
48746;100%;Uganda;5.0;f
16489;100%;Russian Federation;42.0;t
15064;;;1.0;t
34116;;;1.0;f
1643;100%;Costa Rica;1.0;f
14587;100%;Vanuatu;1.0;f
19855;100%;Kiribati;37.0;t
31925;;;1.0;f
24026;98%;Cape Verde;69.0;t
6324;;Niue;1.0;f
29797;;Niue;1.0;t
26224;;;1.0;t
15348;;;1.0;f
30377;100%;Micronesia;1.0;f
39443;75%;France;1.0;f
896;;Gambia;1.0;t
17401;100%;Russian Federation;4.0;f
15898;;;1.0;t
2577;;Vanuatu;1.0;f
35850;;Philippines;1.0;t
13999;;Nicaragua;3.0;f
7753;;Russian Federation;2.0;t
40014;;Bosnia and Herzegovina;2.0;f
48746;100%;Uganda;5.0;f
17401;100%;Russian Federation;4.0;f
8731;;Gibraltar;1.0;t
25229;100%;Niger;2.0;f
38879;;Mexico;1.0;t
16152;89%;;2.0;f
32866;100%;Kiribati;1.0;t
25440;;Indonesia;4.0;t
13028;100%;Zimbabwe;2.0;t
37648;100%;Lithuania;1.0;t
48947;;Portugal;2.0;t
17006;;;2.0;t
11239;;;1.0;f
48568;100%;Vanuatu;2.0;t
36903;;;1.0;f
8386;100%;;1.0;t
34659;100%;United Kingdom;2.0;f
42386;100%;Ecuador;6.0;t
2442;;;1.0;t
22838;100%;;5.0;t
30142;;Jersey;1.0;t
24896;100%;Algeria;50.0;t
24157;;Guinea;4.0;f
17458;;Andorra;1.0;f
42386;100%;Ecuador;6.0;t
43267;50%;;1.0;t
24157;;Guinea;4.0;f
13245;;;1.0;t
32177;100%;Jersey;2.0;t
18318;;;1.0;t
1203;80%;Marshall Islands;1.0;f
47938;100%;Niue;4.0;f
23092;;Isle of Man;1.0;t
14514;;China;80.0;t
24722;100%;;1.0;t
24026;98%;Cape Verde;69.0;t
22268;100%;;1.0;f
46567;;Estonia;1.0;f
1317;;Christmas Island;2.0;f
27590;100%;Suriname;8.0;t
23306;;;1.0;f
50049;;;1.0;f
30612;;;1.0;f
17050;;Faroe Islands;1.0;f
10065;100%;Niue;1.0;t
16155;100%;;1.0;t
36682;;;1.0;t
28871;100%;;1.0;f
31362;;Somalia;2.0;f
17932;100%;Costa Rica;8.0;t
41090;;Lebanon;1.0;f
35845;80%;Gambia;1.0;t
28528;;;1.0;f
8832;;;1.0;f
34096;100%;Andorra;10.0;f
40299;;;1.0;f
45767;;;1.0;t
35009;;;1.0;t
18098;100%;;1.0;f
46972;;Senegal;2.0;f
10879;;Somalia;1.0;t
4372;;Mexico;1.0;t
29972;;United Kingdom;1.0;f
29926;67%;Zimbabwe;7.0;t
31979;100%;Kenya;10.0;f
37769;;Tanzania;1.0;t
13149;100%;;1.0;f
43730;;Kenya;1.0;t
48174;;Denmark;1.0;f
32906;;Netherlands;1.0;t
11875;100%;Micronesia;2.0;t
32015;;;1.0;f
26779;100%;Uzbekistan;2.0;t
25521;;French Guiana;1.0;t
47130;100%;United Kingdom;2.0;t
21343;;;1.0;f
7573;;Papua New Guinea;1.0;t
30597;67%;Zimbabwe;1.0;f
31904;;Niue;3.0;t
28122;;Svalbard & Jan Mayen Islands;1.0;t
34790;;Sao Tome and Principe;1.0;f
44005;;;2.0;t
47663;;Turkmenistan;1.0;t
35437;81%;Slovakia (Slovak Republic);2.0;t
42386;100%;Ecuador;6.0;t
14386;100%;Nicaragua;8.0;f
28798;;Micronesia;1.0;f
1984;;Mauritania;3.0;t
16478;100%;Isle of Man;1.0;t
49634;;Faroe Islands;1.0;t
27942;;Guinea;1.0;t
26775;100%;;1.0;t
12558;;Monaco;1.0;t
15240;;;1.0;t
33832;0%;Denmark;7.0;t
7365;100%;;1.0;f
16029;100%;Faroe Islands;2.0;t
44150;;;1.0;f
14688;100%;;1.0;f
3254;;Tonga;16.0;t
43371;100%;Kiribati;2.0;t
9877;;Niue;1.0;t
1800;;;1.0;t
5344;100%;;1.0;f
43764;;Niue;1.0;t
47624;100%;Marshall Islands;1.0;t
3254;;Tonga;16.0;t
47481;;Togo;1.0;t
9291;;;1.0;t
9280;100%;Lithuania;1.0;f
42459;100%;;1.0;t
43651;;;1.0;t
42817;;French Polynesia;1.0;t
46115;100%;Cocos (Keeling) Islands;2.0;f
27302;;Micronesia;1.0;t
2384;;Isle of Man;1.0;f
25360;100%;Tonga;6.0;f
36838;;;1.0;t
1333;;;1.0;t
31362;;Somalia;2.0;f
32102;;Niue;2.0;f
24247;100%;Zimbabwe;1.0;f
12642;100%;United Kingdom;7.0;t
20432;100%;;1.0;t
29484;80%;;1.0;t
18565;;;1.0;f
48756;100%;Maldives;59.0;f
48756;100%;Maldives;59.0;f
42616;;Pakistan;4.0;f
39502;;Rwanda;1.0;t
23623;100%;Montserrat;11.0;t
34854;;;1.0;t
21473;;Vanuatu;1.0;t
4371;100%;Marshall Islands;4.0;t
24883;100%;Russian Federation;1.0;f
129;;Niger;1.0;f
48516;;;2.0;f
19316;90%;;1.0;t
7230;;Turkmenistan;1.0;f
48930;;Bosnia and Herzegovina;1.0;f
23332;100%;Bosnia and Herzegovina;2.0;f
14007;;Zimbabwe;2.0;t
44720;;;1.0;f
5352;;Lebanon;1.0;f
22929;;Isle of Man;1.0;f
16721;100%;Tonga;1.0;f
35290;100%;Papua New Guinea;1.0;t
4166;;Gibraltar;1.0;f
31886;;;1.0;t
5940;;Isle of Man;1.0;t
38941;;;3.0;t
19978;100%;;2.0;f
46212;100%;China;4.0;f
34267;;Chad;1.0;f
12966;;Chile;1.0;f
48375;;Nauru;1.0;f
14007;;Zimbabwe;2.0;t
4450;;;1.0;t
24963;100%;China;1.0;f
31107;100%;Isle of Man;3.0;t
2667;100%;Niue;3.0;f
36934;;Bosnia and Herzegovina;1.0;t
3485;;Nicaragua;1.0;t
22024;;;1.0;t
41315;100%;Holy See (Vatican City State);1.0;t
46949;100%;Tunisia;4.0;f
29647;100%;Peru;1305.0;f
2927;100%;Uganda;10.0;t
6703;80%;Gambia;1.0;f
11646;100%;Gambia;2.0;f
23573;;Costa Rica;1.0;f
24319;;Moldova;1.0;f
46949;100%;Tunisia;4.0;f
43833;;;1.0;t
41970;;Afghanistan;1.0;f
25360;100%;Tonga;6.0;f
36514;;San Marino;1.0;f
34306;91%;Wallis and Futuna;30.0;t
48756;100%;Maldives;59.0;f
29647;100%;Peru;1305.0;f
20852;100%;Marshall Islands;1.0;t
31793;100%;;1.0;t
28566;78%;Slovakia (Slovak Republic);79.0;t
30626;100%;Isle of Man;1.0;f
29647;100%;Peru;1305.0;f
32067;100%;Togo;1.0;t
43152;100%;Nicaragua;82.0;t
40988;100%;;4.0;f
28060;100%;;1.0;t
29647;100%;Peru;1305.0;f
15052;;;1.0;t
25165;93%;Uzbekistan;7.0;f
45799;;Kiribati;6.0;t
10906;;Chad;1.0;f
18887;;;1.0;t
21900;;Russian Federation;1.0;f
6728;;Vietnam;3.0;t
9245;;El Salvador;2.0;t
22838;100%;;5.0;t
22838;100%;;5.0;t
22838;100%;;5.0;t
45391;;;1.0;f
706;;;1.0;f
44894;;Russian Federation;1.0;f
46238;100%;Lebanon;1.0;t
16196;;;2.0;f
4581;100%;;1.0;f
42820;100%;Gibraltar;6.0;f
26713;;Afghanistan;4.0;t
34555;67%;Estonia;2.0;t
39485;100%;Marshall Islands;1.0;t
47140;;;1.0;t
29647;100%;Peru;1305.0;f
11895;;;1.0;f
29647;100%;Peru;1305.0;f
24026;98%;Cape Verde;69.0;t
34306;91%;Wallis and Futuna;30.0;t
48870;;Marshall Islands;1.0;f
13959;100%;Pitcairn Islands;3.0;t
22190;;;1.0;f
5924;;Canada;1.0;t
50040;100%;Micronesia;15.0;t
29647;100%;Peru;1305.0;f
25360;100%;Tonga;6.0;f
5978;100%;Zimbabwe;3.0;t
36635;100%;Indonesia;10.0;f
49380;100%;Micronesia;1.0;f
27687;100%;;1.0;t
16891;;;1.0;t
29647;100%;Peru;1305.0;f
25241;;Monaco;1.0;f
26386;100%;Fiji;25.0;t
19217;98%;Marshall Islands;46.0;f
28697;100%;Nauru;5.0;t
25360;100%;Tonga;6.0;f
29647;100%;Peru;1305.0;f
30492;100%;;1.0;t
46631;;France;1.0;t
29439;;;1.0;t
29647;100%;Peru;1305.0;f
24026;98%;Cape Verde;69.0;t
29647;100%;Peru;1305.0;f
25360;100%;Tonga;6.0;f
29647;100%;Peru;1305.0;f
44766;100%;Russian Federation;1.0;t
27263;80%;China;5.0;f
19896;100%;;1.0;f
46500;99%;Pakistan;73.0;f
28812;;Malta;3.0;t
5998;;Maldives;1.0;t
33903;;Togo;2.0;t
25739;;Malawi;1.0;f
3127;100%;Rwanda;36.0;f
30834;;Gambia;1.0;t
9093;100%;;1.0;t
23561;;;1.0;t
41912;100%;Lebanon;2.0;t
4621;;;1.0;t
39958;;;1.0;t
17299;;Anguilla;2.0;f
31285;;Gambia;1.0;t
46500;99%;Pakistan;73.0;f
10060;;Sao Tome and Principe;2.0;f
46500;99%;Pakistan;73.0;f
46500;99%;Pakistan;73.0;f
28963;;Afghanistan;1.0;t
46500;99%;Pakistan;73.0;f
46500;99%;Pakistan;73.0;f
46500;99%;Pakistan;73.0;f
46500;99%;Pakistan;73.0;f
14535;88%;Montserrat;18.0;f
31136;;Micronesia;1.0;t
19387;;El Salvador;1.0;f
32811;;;1.0;t
29647;100%;Peru;1305.0;f
35998;90%;;2.0;t
29647;100%;Peru;1305.0;f
29647;100%;Peru;1305.0;f
8677;;Marshall Islands;1.0;f
22157;;Rwanda;1.0;t
46066;;;1.0;f
28650;100%;Zimbabwe;2.0;f
958;;Denmark;2.0;t
41035;;Malta;1.0;t
38961;;Togo;1.0;f
10486;;Mauritania;1.0;f
27485;100%;Uzbekistan;2.0;t
16361;86%;;1.0;t
36100;100%;Rwanda;17.0;t
39848;100%;;1.0;t
24969;;China;1.0;t
46500;99%;Pakistan;73.0;f
24026;98%;Cape Verde;69.0;t
7283;;United Kingdom;1.0;f
31979;100%;Kenya;10.0;f
17644;;Zimbabwe;1.0;t
9505;;;1.0;f
4397;100%;French Guiana;1.0;t
48064;;Gibraltar;1.0;t
46041;;Libyan Arab Jamahiriya;1.0;f
26786;;;1.0;t
36075;0%;Kiribati;1.0;f
46500;99%;Pakistan;73.0;f
45151;100%;Tonga;1.0;f
46500;99%;Pakistan;73.0;f
28555;100%;Russian Federation;3.0;f
47783;100%;Isle of Man;3.0;t
14302;;;1.0;f
19938;;Indonesia;1.0;t
14406;100%;;1.0;f
7745;;Jersey;2.0;f
724;100%;Zimbabwe;8.0;f
43026;;Anguilla;1.0;t
33616;100%;Kenya;4.0;t
37351;;;1.0;f
40131;;Croatia;1.0;f
41405;;Guinea;2.0;f
27813;;Faroe Islands;1.0;f
20109;100%;El Salvador;1.0;f
36810;;;1.0;f
13603;;Kiribati;1.0;t
47422;99%;Uzbekistan;30.0;f
24026;98%;Cape Verde;69.0;t
20479;;;1.0;t
47422;99%;Uzbekistan;30.0;f
27133;100%;;4.0;f
40357;;;1.0;t
33193;100%;Brazil;10.0;f
24866;;;2.0;t
41554;;Faroe Islands;1.0;f
9186;;;1.0;f
39035;;;1.0;f
1516;;Turkmenistan;1.0;t
39626;;;1.0;t
31119;;;1.0;t
19892;100%;Monaco;1.0;f
48593;100%;Faroe Islands;1.0;t
49194;;Congo;1.0;t
2976;100%;Tanzania;2.0;t
29350;;;1.0;f
40270;;Cape Verde;1.0;f
3333;;;1.0;t
27561;100%;Nicaragua;2.0;t
29394;;Sao Tome and Principe;1.0;f
41269;;Philippines;7.0;f
23081;;Uzbekistan;1.0;t
8862;100%;Nicaragua;3.0;f
17425;100%;Afghanistan;1.0;t
18223;;;1.0;f
39384;100%;;1.0;f
14896;100%;Malta;3.0;t
35923;;Maldives;2.0;t
13314;;;1.0;f
2611;;Russian Federation;1.0;f
17784;;;1.0;t
